pair_index	drugbank_pair_group	drug_a_drugbank_id	drug_b_drugbank_id	drug_a_split	drug_b_split	split	unseen_drug_count
107492	DB00950|DB06643	DB00950	DB06643	training	test	test	1
107493	DB00852|DB00953	DB00953	DB00852	training	training	training	0
107494	DB00863|DB00953	DB00953	DB00863	training	test	test	1
107495	DB00811|DB00953	DB00953	DB00811	training	validation	validation	1
107496	DB00795|DB00953	DB00953	DB00795	training	validation	validation	1
107497	DB00953|DB09072	DB00953	DB09072	training	training	training	0
107498	DB00471|DB00953	DB00953	DB00471	training	training	training	0
107499	DB00953|DB01238	DB00953	DB01238	training	training	training	0
107500	DB00953|DB06637	DB00953	DB06637	training	training	training	0
107501	DB00471|DB00852	DB00471	DB00852	training	training	training	0
107502	DB00471|DB11097	DB00471	DB11097	training	training	training	0
107503	DB00471|DB11601	DB00471	DB11601	training	training	training	0
107504	DB00339|DB00471	DB00471	DB00339	training	training	training	0
107505	DB00471|DB00545	DB00471	DB00545	training	training	training	0
107506	DB00471|DB00908	DB00471	DB00908	training	training	training	0
107507	DB00468|DB00471	DB00471	DB00468	training	training	training	0
107508	DB00471|DB00863	DB00471	DB00863	training	test	test	1
107509	DB00471|DB00811	DB00471	DB00811	training	validation	validation	1
107510	DB00471|DB01045	DB00471	DB01045	training	training	training	0
107511	DB00471|DB00778	DB00471	DB00778	training	training	training	0
107512	DB00471|DB00795	DB00471	DB00795	training	validation	validation	1
107513	DB00471|DB09512	DB00471	DB09512	training	training	training	0
107514	DB00471|DB09153	DB00471	DB09153	training	training	training	0
107515	DB00471|DB09072	DB00471	DB09072	training	training	training	0
107516	DB00471|DB00489	DB00471	DB00489	training	test	test	1
107517	DB00421|DB00471	DB00471	DB00421	training	validation	validation	1
107518	DB00471|DB01238	DB00471	DB01238	training	training	training	0
107519	DB00471|DB06637	DB00471	DB06637	training	training	training	0
107520	DB00471|DB06643	DB00471	DB06643	training	test	test	1
107521	DB01238|DB11097	DB01238	DB11097	training	training	training	0
107522	DB00468|DB01238	DB01238	DB00468	training	training	training	0
107523	DB00863|DB01238	DB01238	DB00863	training	test	test	1
107524	DB00811|DB01238	DB01238	DB00811	training	validation	validation	1
107525	DB00140|DB01238	DB01238	DB00140	training	training	training	0
107526	DB01037|DB01238	DB01238	DB01037	training	validation	validation	1
107527	DB01238|DB11135	DB01238	DB11135	training	training	training	0
107528	DB01238|DB09512	DB01238	DB09512	training	training	training	0
107529	DB01238|DB09072	DB01238	DB09072	training	training	training	0
107530	DB00421|DB01238	DB01238	DB00421	training	validation	validation	1
107531	DB01238|DB06637	DB01238	DB06637	training	training	training	0
107532	DB01238|DB06643	DB01238	DB06643	training	test	test	1
107533	DB00421|DB13620	DB13620	DB00421	training	validation	validation	1
107534	DB00223|DB00811	DB00223	DB00811	test	validation	test	1
107535	DB00811|DB09385	DB09385	DB00811	test	validation	test	1
107536	DB06643|DB09385	DB09385	DB06643	test	test	test	2
107537	DB00316|DB14222	DB14222	DB00316	training	training	training	0
107538	DB01001|DB14222	DB14222	DB01001	training	test	test	1
107539	DB00404|DB14222	DB14222	DB00404	training	test	test	1
107540	DB00126|DB14222	DB14222	DB00126	training	test	test	1
107541	DB00945|DB14222	DB14222	DB00945	training	validation	validation	1
107542	DB00335|DB14222	DB14222	DB00335	training	training	training	0
107543	DB01373|DB14222	DB14222	DB01373	training	training	training	0
107544	DB01234|DB14222	DB14222	DB01234	training	validation	validation	1
107545	DB00829|DB14222	DB14222	DB00829	training	training	training	0
107546	DB00804|DB14222	DB14222	DB00804	training	training	training	0
107547	DB01081|DB14222	DB14222	DB01081	training	training	training	0
107548	DB00783|DB14222	DB14222	DB00783	training	validation	validation	1
107549	DB00286|DB14222	DB14222	DB00286	training	training	training	0
107550	DB00977|DB14222	DB14222	DB00977	training	training	training	0
107551	DB00813|DB14222	DB14222	DB00813	training	training	training	0
107552	DB00158|DB14222	DB14222	DB00158	training	test	test	1
107553	DB00695|DB14222	DB14222	DB00695	training	test	test	1
107554	DB00999|DB14222	DB14222	DB00999	training	training	training	0
107555	DB00956|DB14222	DB14222	DB00956	training	training	training	0
107556	DB00186|DB14222	DB14222	DB00186	training	training	training	0
107557	DB14222|DB14513	DB14222	DB14513	training	training	training	0
107558	DB00331|DB14222	DB14222	DB00331	training	training	training	0
107559	DB00563|DB14222	DB14222	DB00563	training	training	training	0
107560	DB00338|DB14222	DB14222	DB00338	training	training	training	0
107561	DB00497|DB14222	DB14222	DB00497	training	validation	validation	1
107562	DB14222|DB14500	DB14222	DB14500	training	validation	validation	1
107563	DB00635|DB14222	DB14222	DB00635	training	training	training	0
107564	DB00433|DB14222	DB14222	DB00433	training	test	test	1
107565	DB01069|DB14222	DB14222	DB01069	training	training	training	0
107566	DB00571|DB14222	DB14222	DB00571	training	validation	validation	1
107567	DB00863|DB14222	DB14222	DB00863	training	test	test	1
107568	DB00451|DB14222	DB14222	DB00451	training	test	test	1
107569	DB00193|DB14222	DB14222	DB00193	training	training	training	0
107570	DB00115|DB14222	DB14222	DB00115	training	training	training	0
107571	DB11094|DB14222	DB14222	DB11094	training	training	training	0
107572	DB00682|DB14222	DB14222	DB00682	training	test	test	1
107573	DB00381|DB14222	DB14222	DB00381	training	training	training	0
107574	DB01222|DB14222	DB14222	DB01222	training	training	training	0
107575	DB00996|DB14222	DB14222	DB00996	training	training	training	0
107576	DB00904|DB14222	DB14222	DB00904	training	training	training	0
107577	DB06285|DB14222	DB14222	DB06285	training	test	test	1
107578	DB01104|DB14222	DB14222	DB01104	training	training	training	0
107579	DB00641|DB14222	DB14222	DB00641	training	test	test	1
107580	DB00285|DB14222	DB14222	DB00285	training	training	training	0
107581	DB00425|DB14222	DB14222	DB00425	training	training	training	0
107582	DB00678|DB14222	DB14222	DB00678	training	training	training	0
107583	DB00244|DB14222	DB14222	DB00244	training	training	training	0
107584	DB00476|DB14222	DB14222	DB00476	training	training	training	0
107585	DB01217|DB14222	DB14222	DB01217	training	training	training	0
107586	DB00950|DB14222	DB14222	DB00950	training	training	training	0
107587	DB00471|DB14222	DB14222	DB00471	training	training	training	0
107588	DB00424|DB14222	DB14222	DB00424	training	training	training	0
107589	DB00230|DB14222	DB14222	DB00230	training	training	training	0
107590	DB00736|DB14222	DB14222	DB00736	training	training	training	0
107591	DB01175|DB14222	DB14222	DB01175	training	test	test	1
107592	DB00051|DB14222	DB14222	DB00051	training	training	training	0
107593	DB00480|DB14222	DB14222	DB00480	training	training	training	0
107594	DB00169|DB14222	DB14222	DB00169	training	training	training	0
107595	DB08890|DB14222	DB14222	DB08890	training	training	training	0
107596	DB00316|DB14585	DB14585	DB00316	training	training	training	0
107597	DB01001|DB14585	DB14585	DB01001	training	test	test	1
107598	DB00437|DB14585	DB14585	DB00437	training	training	training	0
107599	DB00321|DB14585	DB14585	DB00321	training	training	training	0
107600	DB00945|DB14585	DB14585	DB00945	training	validation	validation	1
107601	DB00335|DB14585	DB14585	DB00335	training	training	training	0
107602	DB00181|DB14585	DB14585	DB00181	training	training	training	0
107603	DB00443|DB14585	DB14585	DB00443	training	training	training	0
107604	DB06724|DB14585	DB14585	DB06724	training	test	test	1
107605	DB00215|DB14585	DB14585	DB00215	training	test	test	1
107606	DB01068|DB14585	DB14585	DB01068	training	test	test	1
107607	DB00363|DB14585	DB14585	DB00363	training	training	training	0
107608	DB01234|DB14585	DB14585	DB01234	training	validation	validation	1
107609	DB00829|DB14585	DB14585	DB00829	training	training	training	0
107610	DB00586|DB14585	DB14585	DB00586	training	training	training	0
107611	DB00390|DB14585	DB14585	DB00390	training	training	training	0
107612	DB00343|DB14585	DB14585	DB00343	training	training	training	0
107613	DB11133|DB14585	DB14585	DB11133	training	validation	validation	1
107614	DB00472|DB14585	DB14585	DB00472	training	training	training	0
107615	DB00158|DB14585	DB14585	DB00158	training	test	test	1
107616	DB00695|DB14585	DB14585	DB00695	training	test	test	1
107617	DB01120|DB14585	DB14585	DB01120	training	validation	validation	1
107618	DB00727|DB14585	DB14585	DB00727	training	training	training	0
107619	DB00741|DB14585	DB14585	DB00741	training	test	test	1
107620	DB01050|DB14585	DB14585	DB01050	training	validation	validation	1
107621	DB09401|DB14585	DB14585	DB09401	training	validation	validation	1
107622	DB00581|DB14585	DB14585	DB00581	training	training	training	0
107623	DB00331|DB14585	DB14585	DB00331	training	training	training	0
107624	DB00264|DB14585	DB14585	DB00264	training	training	training	0
107625	DB00295|DB14585	DB14585	DB00295	training	training	training	0
107626	DB00332|DB14585	DB14585	DB00332	training	test	test	1
107627	DB00788|DB14585	DB14585	DB00788	training	training	training	0
107628	DB01595|DB14585	DB14585	DB01595	training	training	training	0
107629	DB00338|DB14585	DB14585	DB00338	training	training	training	0
107630	DB00761|DB14585	DB14585	DB00761	training	training	training	0
107631	DB00860|DB14585	DB14585	DB00860	training	training	training	0
107632	DB01039|DB14585	DB14585	DB01039	training	training	training	0
107633	DB00571|DB14585	DB14585	DB00571	training	validation	validation	1
107634	DB00468|DB14585	DB14585	DB00468	training	training	training	0
107635	DB00421|DB14585	DB14585	DB00421	training	validation	validation	1
107636	DB00152|DB14585	DB14585	DB00152	training	training	training	0
107637	DB00451|DB14585	DB14585	DB00451	training	test	test	1
107638	DB00193|DB14585	DB14585	DB00193	training	training	training	0
107639	DB00440|DB14585	DB14585	DB00440	training	training	training	0
107640	DB11094|DB14585	DB14585	DB11094	training	training	training	0
107641	DB00682|DB14585	DB14585	DB00682	training	test	test	1
107642	DB00370|DB14585	DB14585	DB00370	training	training	training	0
107643	DB00448|DB14585	DB14585	DB00448	training	training	training	0
107644	DB00346|DB14585	DB14585	DB00346	training	training	training	0
107645	DB00381|DB14585	DB14585	DB00381	training	training	training	0
107646	DB00612|DB14585	DB14585	DB00612	training	training	training	0
107647	DB01222|DB14585	DB14585	DB01222	training	training	training	0
107648	DB00341|DB14585	DB14585	DB00341	training	training	training	0
107649	DB01551|DB14585	DB14585	DB01551	training	training	training	0
107650	DB01216|DB14585	DB14585	DB01216	training	test	test	1
107651	DB00983|DB14585	DB14585	DB00983	training	training	training	0
107652	DB00996|DB14585	DB14585	DB00996	training	training	training	0
107653	DB00555|DB14585	DB14585	DB00555	training	training	training	0
107654	DB12554|DB14585	DB14585	DB12554	training	training	training	0
107655	DB00758|DB14585	DB14585	DB00758	training	training	training	0
107656	DB00178|DB14585	DB14585	DB00178	training	validation	validation	1
107657	DB00938|DB14585	DB14585	DB00938	training	training	training	0
107658	DB01104|DB14585	DB14585	DB01104	training	training	training	0
107659	DB00641|DB14585	DB14585	DB00641	training	test	test	1
107660	DB13867|DB14585	DB14585	DB13867	training	test	test	1
107661	DB00175|DB14585	DB14585	DB00175	training	training	training	0
107662	DB00654|DB14585	DB14585	DB00654	training	training	training	0
107663	DB06288|DB14585	DB14585	DB06288	training	training	training	0
107664	DB00678|DB14585	DB14585	DB00678	training	training	training	0
107665	DB00790|DB14585	DB14585	DB00790	training	validation	validation	1
107666	DB00334|DB14585	DB14585	DB00334	training	test	test	1
107667	DB01409|DB14585	DB14585	DB01409	training	training	training	0
107668	DB11089|DB14585	DB14585	DB11089	training	test	test	1
107669	DB01029|DB14585	DB14585	DB01029	training	training	training	0
107670	DB01238|DB14585	DB14585	DB01238	training	training	training	0
107671	DB00528|DB14585	DB14585	DB00528	training	training	training	0
107672	DB00230|DB14585	DB14585	DB00230	training	training	training	0
107673	DB13919|DB14585	DB14585	DB13919	training	training	training	0
107674	DB01591|DB14585	DB14585	DB01591	training	training	training	0
107675	DB00973|DB14585	DB14585	DB00973	training	training	training	0
107676	DB00016|DB00513	DB00016	DB00513	training	training	training	0
107677	DB00016|DB01418	DB00016	DB01418	training	training	training	0
107678	DB00016|DB00316	DB00016	DB00316	training	training	training	0
107679	DB00016|DB06151	DB00016	DB06151	training	training	training	0
107680	DB00016|DB00787	DB00016	DB00787	training	test	test	1
107681	DB00016|DB01001	DB00016	DB01001	training	test	test	1
107682	DB00016|DB00437	DB00016	DB00437	training	training	training	0
107683	DB00016|DB00404	DB00016	DB00404	training	test	test	1
107684	DB00016|DB00479	DB00016	DB00479	training	training	training	0
107685	DB00016|DB01118	DB00016	DB01118	training	training	training	0
107686	DB00016|DB00321	DB00016	DB00321	training	training	training	0
107687	DB00016|DB00126	DB00016	DB00126	training	test	test	1
107688	DB00016|DB00945	DB00016	DB00945	training	validation	validation	1
107689	DB00016|DB00335	DB00016	DB00335	training	training	training	0
107690	DB00016|DB00572	DB00016	DB00572	training	training	training	0
107691	DB00016|DB00928	DB00016	DB00928	training	training	training	0
107692	DB00016|DB00993	DB00016	DB00993	training	training	training	0
107693	DB00016|DB00626	DB00016	DB00626	training	training	training	0
107694	DB00016|DB00181	DB00016	DB00181	training	training	training	0
107695	DB00016|DB00443	DB00016	DB00443	training	training	training	0
107696	DB00016|DB09020	DB00016	DB09020	training	training	training	0
107697	DB00016|DB00290	DB00016	DB00290	training	training	training	0
107698	DB00016|DB01558	DB00016	DB01558	training	validation	validation	1
107699	DB00016|DB00887	DB00016	DB00887	training	training	training	0
107700	DB00016|DB00921	DB00016	DB00921	training	training	training	0
107701	DB00016|DB00490	DB00016	DB00490	training	validation	validation	1
107702	DB00016|DB00201	DB00016	DB00201	training	training	training	0
107703	DB00016|DB00136	DB00016	DB00136	training	training	training	0
107704	DB00016|DB01373	DB00016	DB01373	training	training	training	0
107705	DB00016|DB06724	DB00016	DB06724	training	test	test	1
107706	DB00016|DB11126	DB00016	DB11126	training	training	training	0
107707	DB00016|DB01197	DB00016	DB01197	training	validation	validation	1
107708	DB00016|DB00564	DB00016	DB00564	training	training	training	0
107709	DB00016|DB00395	DB00016	DB00395	training	training	training	0
107710	DB00016|DB01327	DB00016	DB01327	training	training	training	0
107711	DB00016|DB00493	DB00016	DB00493	training	training	training	0
107712	DB00016|DB01212	DB00016	DB01212	training	training	training	0
107713	DB00016|DB01112	DB00016	DB01112	training	validation	validation	1
107714	DB00016|DB00291	DB00016	DB00291	training	test	test	1
107715	DB00016|DB00878	DB00016	DB00878	training	training	training	0
107716	DB00016|DB00880	DB00016	DB00880	training	test	test	1
107717	DB00016|DB01114	DB00016	DB01114	training	training	training	0
107718	DB00016|DB00477	DB00016	DB00477	training	test	test	1
107719	DB00016|DB01432	DB00016	DB01432	training	training	training	0
107720	DB00016|DB09301	DB00016	DB09301	training	training	training	0
107721	DB00016|DB00501	DB00016	DB00501	training	test	test	1
107722	DB00016|DB00537	DB00016	DB00537	training	training	training	0
107723	DB00016|DB00515	DB00016	DB00515	training	training	training	0
107724	DB00016|DB00215	DB00016	DB00215	training	test	test	1
107725	DB00016|DB01190	DB00016	DB01190	training	test	test	1
107726	DB00016|DB11750	DB00016	DB11750	training	test	test	1
107727	DB00016|DB01068	DB00016	DB01068	training	test	test	1
107728	DB00016|DB00575	DB00016	DB00575	training	validation	validation	1
107729	DB00016|DB00257	DB00016	DB00257	training	training	training	0
107730	DB00016|DB01394	DB00016	DB01394	training	training	training	0
107731	DB00016|DB14681	DB00016	DB14681	training	test	test	1
107732	DB00016|DB00091	DB00016	DB00091	training	validation	validation	1
107733	DB00016|DB00847	DB00016	DB00847	training	validation	validation	1
107734	DB00016|DB00987	DB00016	DB00987	training	training	training	0
107735	DB00016|DB01406	DB00016	DB01406	training	training	training	0
107736	DB00016|DB00250	DB00016	DB00250	training	training	training	0
107737	DB00016|DB00746	DB00016	DB00746	training	training	training	0
107738	DB00016|DB00035	DB00016	DB00035	training	training	training	0
107739	DB00016|DB01234	DB00016	DB01234	training	validation	validation	1
107740	DB00016|DB01576	DB00016	DB01576	training	training	training	0
107741	DB00016|DB00514	DB00016	DB00514	training	training	training	0
107742	DB00016|DB00829	DB00016	DB00829	training	training	training	0
107743	DB00016|DB00586	DB00016	DB00586	training	training	training	0
107744	DB00016|DB00804	DB00016	DB00804	training	training	training	0
107745	DB00016|DB00900	DB00016	DB00900	training	training	training	0
107746	DB00016|DB00390	DB00016	DB00390	training	training	training	0
107747	DB00016|DB00327	DB00016	DB00327	training	training	training	0
107748	DB00016|DB00343	DB00016	DB00343	training	training	training	0
107749	DB00016|DB01075	DB00016	DB01075	training	training	training	0
107750	DB00016|DB01081	DB00016	DB01081	training	training	training	0
107751	DB00016|DB00975	DB00016	DB00975	training	training	training	0
107752	DB00016|DB00841	DB00016	DB00841	training	training	training	0
107753	DB00016|DB01184	DB00016	DB01184	training	training	training	0
107754	DB00016|DB00988	DB00016	DB00988	training	training	training	0
107755	DB00016|DB01142	DB00016	DB01142	training	training	training	0
107756	DB00016|DB00997	DB00016	DB00997	training	training	training	0
107757	DB00016|DB00584	DB00016	DB00584	training	training	training	0
107758	DB00016|DB00668	DB00016	DB00668	training	test	test	1
107759	DB00016|DB00445	DB00016	DB00445	training	training	training	0
107760	DB00016|DB00153	DB00016	DB00153	training	training	training	0
107761	DB00016|DB00199	DB00016	DB00199	training	validation	validation	1
107762	DB00016|DB00783	DB00016	DB00783	training	validation	validation	1
107763	DB00016|DB01196	DB00016	DB01196	training	training	training	0
107764	DB00016|DB00286	DB00016	DB00286	training	training	training	0
107765	DB00016|DB00330	DB00016	DB00330	training	training	training	0
107766	DB00016|DB00977	DB00016	DB00977	training	training	training	0
107767	DB00016|DB00773	DB00016	DB00773	training	training	training	0
107768	DB00016|DB00927	DB00016	DB00927	training	training	training	0
107769	DB00016|DB11133	DB00016	DB11133	training	validation	validation	1
107770	DB00016|DB01023	DB00016	DB01023	training	validation	validation	1
107771	DB00016|DB00813	DB00016	DB00813	training	training	training	0
107772	DB00016|DB01195	DB00016	DB01195	training	training	training	0
107773	DB00016|DB00196	DB00016	DB00196	training	training	training	0
107774	DB00016|DB00687	DB00016	DB00687	training	test	test	1
107775	DB00016|DB01047	DB00016	DB01047	training	training	training	0
107776	DB00016|DB00544	DB00016	DB00544	training	test	test	1
107777	DB00016|DB00472	DB00016	DB00472	training	training	training	0
107778	DB00016|DB00158	DB00016	DB00158	training	test	test	1
107779	DB00016|DB00695	DB00016	DB00695	training	test	test	1
107780	DB00016|DB01004	DB00016	DB01004	training	training	training	0
107781	DB00016|DB01241	DB00016	DB01241	training	training	training	0
107782	DB00016|DB01016	DB00016	DB01016	training	validation	validation	1
107783	DB00016|DB01120	DB00016	DB01120	training	validation	validation	1
107784	DB00016|DB01067	DB00016	DB01067	training	training	training	0
107785	DB00016|DB01296	DB00016	DB01296	training	test	test	1
107786	DB00016|DB00727	DB00016	DB00727	training	training	training	0
107787	DB00016|DB00874	DB00016	DB00874	training	test	test	1
107788	DB00016|DB00502	DB00016	DB00502	training	training	training	0
107789	DB00016|DB01109	DB00016	DB01109	training	training	training	0
107790	DB00016|DB01275	DB00016	DB01275	training	test	test	1
107791	DB00016|DB00999	DB00016	DB00999	training	training	training	0
107792	DB00016|DB00956	DB00016	DB00956	training	training	training	0
107793	DB00016|DB00741	DB00016	DB00741	training	test	test	1
107794	DB00016|DB01611	DB00016	DB01611	training	training	training	0
107795	DB00016|DB01005	DB00016	DB01005	training	training	training	0
107796	DB00016|DB00557	DB00016	DB00557	training	training	training	0
107797	DB00016|DB01050	DB00016	DB01050	training	validation	validation	1
107798	DB00016|DB01181	DB00016	DB01181	training	training	training	0
107799	DB00016|DB00808	DB00016	DB00808	training	training	training	0
107800	DB00016|DB00328	DB00016	DB00328	training	test	test	1
107801	DB00016|DB00034	DB00016	DB00034	training	training	training	0
107802	DB00016|DB00105	DB00016	DB00105	training	validation	validation	1
107803	DB00016|DB01362	DB00016	DB01362	training	training	training	0
107804	DB00016|DB00893	DB00016	DB00893	training	training	training	0
107805	DB00016|DB00951	DB00016	DB00951	training	training	training	0
107806	DB00016|DB09401	DB00016	DB09401	training	validation	validation	1
107807	DB00016|DB00883	DB00016	DB00883	training	test	test	1
107808	DB00016|DB00982	DB00016	DB00982	training	training	training	0
107809	DB00016|DB01026	DB00016	DB01026	training	training	training	0
107810	DB00016|DB01009	DB00016	DB01009	training	test	test	1
107811	DB00016|DB00598	DB00016	DB00598	training	training	training	0
107812	DB00016|DB15823	DB00016	DB15823	training	training	training	0
107813	DB00016|DB00581	DB00016	DB00581	training	training	training	0
107814	DB00016|DB00650	DB00016	DB00650	training	training	training	0
107815	DB00016|DB01235	DB00016	DB01235	training	training	training	0
107816	DB00016|DB00281	DB00016	DB00281	training	training	training	0
107817	DB00016|DB00836	DB00016	DB00836	training	training	training	0
107818	DB00016|DB00186	DB00016	DB00186	training	training	training	0
107819	DB00016|DB00227	DB00016	DB00227	training	training	training	0
107820	DB00016|DB14513	DB00016	DB14513	training	training	training	0
107821	DB00016|DB09104	DB00016	DB09104	training	training	training	0
107822	DB00016|DB01377	DB00016	DB01377	training	test	test	1
107823	DB00016|DB00742	DB00016	DB00742	training	training	training	0
107824	DB00016|DB00737	DB00016	DB00737	training	test	test	1
107825	DB00016|DB01042	DB00016	DB01042	training	training	training	0
107826	DB00016|DB01043	DB00016	DB01043	training	training	training	0
107827	DB00016|DB00454	DB00016	DB00454	training	test	test	1
107828	DB00016|DB00331	DB00016	DB00331	training	training	training	0
107829	DB00016|DB00333	DB00016	DB00333	training	test	test	1
107830	DB00016|DB00423	DB00016	DB00423	training	test	test	1
107831	DB00016|DB00563	DB00016	DB00563	training	training	training	0
107832	DB00016|DB00422	DB00016	DB00422	training	validation	validation	1
107833	DB00016|DB00959	DB00016	DB00959	training	training	training	0
107834	DB00016|DB01233	DB00016	DB01233	training	training	training	0
107835	DB00016|DB00524	DB00016	DB00524	training	training	training	0
107836	DB00016|DB00264	DB00016	DB00264	training	training	training	0
107837	DB00016|DB00916	DB00016	DB00916	training	training	training	0
107838	DB00016|DB00683	DB00016	DB00683	training	training	training	0
107839	DB00016|DB00211	DB00016	DB00211	training	test	test	1
107840	DB00016|DB01017	DB00016	DB01017	training	validation	validation	1
107841	DB00016|DB00350	DB00016	DB00350	training	training	training	0
107842	DB00016|DB01204	DB00016	DB01204	training	training	training	0
107843	DB00016|DB00295	DB00016	DB00295	training	training	training	0
107844	DB00016|DB00332	DB00016	DB00332	training	test	test	1
107845	DB00016|DB01203	DB00016	DB01203	training	test	test	1
107846	DB00016|DB01183	DB00016	DB01183	training	validation	validation	1
107847	DB00016|DB00788	DB00016	DB00788	training	training	training	0
107848	DB00016|DB12293	DB00016	DB12293	training	training	training	0
107849	DB00016|DB00627	DB00016	DB00627	training	training	training	0
107850	DB00016|DB00622	DB00016	DB00622	training	training	training	0
107851	DB00016|DB01115	DB00016	DB01115	training	training	training	0
107852	DB00016|DB00401	DB00016	DB00401	training	training	training	0
107853	DB00016|DB00368	DB00016	DB00368	training	test	test	1
107854	DB00016|DB00540	DB00016	DB00540	training	training	training	0
107855	DB00016|DB00646	DB00016	DB00646	training	training	training	0
107856	DB00016|DB00104	DB00016	DB00104	training	training	training	0
107857	DB00016|DB01165	DB00016	DB01165	training	training	training	0
107858	DB00016|DB00338	DB00016	DB00338	training	training	training	0
107859	DB00016|DB00816	DB00016	DB00816	training	training	training	0
107860	DB00016|DB00621	DB00016	DB00621	training	training	training	0
107861	DB00016|DB00842	DB00016	DB00842	training	test	test	1
107862	DB00016|DB00497	DB00016	DB00497	training	validation	validation	1
107863	DB00016|DB09140	DB00016	DB09140	training	training	training	0
107864	DB00016|DB00107	DB00016	DB00107	training	test	test	1
107865	DB00016|DB00417	DB00016	DB00417	training	training	training	0
107866	DB00016|DB00738	DB00016	DB00738	training	training	training	0
107867	DB00016|DB00806	DB00016	DB00806	training	validation	validation	1
107868	DB00016|DB01438	DB00016	DB01438	training	training	training	0
107869	DB00016|DB01174	DB00016	DB01174	training	training	training	0
107870	DB00016|DB00388	DB00016	DB00388	training	training	training	0
107871	DB00016|DB00252	DB00016	DB00252	training	training	training	0
107872	DB00016|DB01022	DB00016	DB01022	training	training	training	0
107873	DB00016|DB00554	DB00016	DB00554	training	training	training	0
107874	DB00009|DB00016	DB00016	DB00009	training	training	training	0
107875	DB00016|DB14500	DB00016	DB14500	training	validation	validation	1
107876	DB00016|DB00761	DB00016	DB00761	training	training	training	0
107877	DB00016|DB00457	DB00016	DB00457	training	training	training	0
107878	DB00016|DB00860	DB00016	DB00860	training	training	training	0
107879	DB00016|DB00635	DB00016	DB00635	training	training	training	0
107880	DB00016|DB00750	DB00016	DB00750	training	training	training	0
107881	DB00016|DB01039	DB00016	DB01039	training	training	training	0
107882	DB00016|DB00433	DB00016	DB00433	training	test	test	1
107883	DB00016|DB01069	DB00016	DB01069	training	training	training	0
107884	DB00016|DB00818	DB00016	DB00818	training	training	training	0
107885	DB00016|DB00647	DB00016	DB00647	training	training	training	0
107886	DB00016|DB00571	DB00016	DB00571	training	validation	validation	1
107887	DB00016|DB09141	DB00016	DB09141	training	training	training	0
107888	DB00016|DB00852	DB00016	DB00852	training	training	training	0
107889	DB00016|DB11097	DB00016	DB11097	training	training	training	0
107890	DB00016|DB00468	DB00016	DB00468	training	training	training	0
107891	DB00016|DB00863	DB00016	DB00863	training	test	test	1
107892	DB00016|DB00811	DB00016	DB00811	training	validation	validation	1
107893	DB00016|DB01045	DB00016	DB01045	training	training	training	0
107894	DB00016|DB00795	DB00016	DB00795	training	validation	validation	1
107895	DB00016|DB09512	DB00016	DB09512	training	training	training	0
107896	DB00016|DB09153	DB00016	DB09153	training	training	training	0
107897	DB00016|DB01638	DB00016	DB01638	training	training	training	0
107898	DB00016|DB00489	DB00016	DB00489	training	test	test	1
107899	DB00016|DB00421	DB00016	DB00421	training	validation	validation	1
107900	DB00016|DB00451	DB00016	DB00451	training	test	test	1
107901	DB00016|DB00208	DB00016	DB00208	training	training	training	0
107902	DB00016|DB00373	DB00016	DB00373	training	training	training	0
107903	DB00016|DB00684	DB00016	DB00684	training	training	training	0
107904	DB00016|DB00193	DB00016	DB00193	training	training	training	0
107905	DB00016|DB00656	DB00016	DB00656	training	training	training	0
107906	DB00016|DB00620	DB00016	DB00620	training	validation	validation	1
107907	DB00016|DB00384	DB00016	DB00384	training	training	training	0
107908	DB00016|DB00897	DB00016	DB00897	training	training	training	0
107909	DB00016|DB09069	DB00016	DB09069	training	training	training	0
107910	DB00016|DB00440	DB00016	DB00440	training	training	training	0
107911	DB00016|DB00512	DB00016	DB00512	training	training	training	0
107912	DB00016|DB00661	DB00016	DB00661	training	training	training	0
107913	DB00016|DB00541	DB00016	DB00541	training	test	test	1
107914	DB00016|DB00162	DB00016	DB00162	training	test	test	1
107915	DB00016|DB00115	DB00016	DB00115	training	training	training	0
107916	DB00016|DB11094	DB00016	DB11094	training	training	training	0
107917	DB00016|DB00163	DB00016	DB00163	training	training	training	0
107918	DB00016|DB00682	DB00016	DB00682	training	test	test	1
107919	DB00016|DB00495	DB00016	DB00495	training	test	test	1
107920	DB00016|DB01593	DB00016	DB01593	training	test	test	1
107921	DB00016|DB09321	DB00016	DB09321	training	training	training	0
107922	DB00016|DB00282	DB00016	DB00282	training	training	training	0
107923	DB00016|DB06410	DB00016	DB06410	training	training	training	0
107924	DB00016|DB01436	DB00016	DB01436	training	training	training	0
107925	DB00016|DB00441	DB00016	DB00441	training	training	training	0
107926	DB00016|DB01262	DB00016	DB01262	training	training	training	0
107927	DB00016|DB00370	DB00016	DB00370	training	training	training	0
107928	DB00016|DB00284	DB00016	DB00284	training	training	training	0
107929	DB00016|DB00448	DB00016	DB00448	training	training	training	0
107930	DB00016|DB00346	DB00016	DB00346	training	training	training	0
107931	DB00016|DB00381	DB00016	DB00381	training	training	training	0
107932	DB00016|DB01169	DB00016	DB01169	training	training	training	0
107933	DB00016|DB00972	DB00016	DB00972	training	test	test	1
107934	DB00016|DB00542	DB00016	DB00542	training	training	training	0
107935	DB00016|DB00868	DB00016	DB00868	training	training	training	0
107936	DB00016|DB00612	DB00016	DB00612	training	training	training	0
107937	DB00016|DB01222	DB00016	DB01222	training	training	training	0
